浦东,plate,62155,57119,31.2080020904541,121.60652923583984,0,pudongxinqu,12498,district,2016-12-07
闵行,plate,55162,50441,31.0911865234375,121.40817260742188,0,minhang,5770,district,2016-12-07
宝山,plate,48621,43813,31.36947822570801,121.4288330078125,0,baoshan,4661,district,2016-12-07
徐汇,plate,80684,76492,31.17509841918945,121.44511413574219,0,xuhui,3300,district,2016-12-07
普陀,plate,64774,60021,31.25675582885742,121.40750122070312,0,putuo,2981,district,2016-12-07
杨浦,plate,67950,62462,31.29489326477051,121.53591918945312,0,yangpu,2871,district,2016-12-07
长宁,plate,78178,69278,31.21150779724121,121.38792419433594,0,changning,2421,district,2016-12-07
松江,plate,44762,36779,31.04570198059082,121.26515197753906,0,songjiang,3160,district,2016-12-07
嘉定,plate,41355,35079,31.31814002990723,121.2850570678711,0,jiading,2850,district,2016-12-07
黄浦,plate,94387,81331,31.22065353393555,121.48858642578125,0,huangpu,1434,district,2016-12-07
静安,plate,91953,78045,31.23179244995117,121.45355987548828,0,jingan,870,district,2016-12-07
闸北,plate,67685,63252,31.28703498840332,121.45176696777344,0,zhabei,1655,district,2016-12-07
虹口,plate,72010,63592,31.28334617614746,121.48950958251953,0,hongkou,1579,district,2016-12-07
青浦,plate,41329,33004,31.19689178466797,121.2168960571289,0,qingpu,1372,district,2016-12-07
奉贤,plate,30279,24803,30.89188575744629,121.5684585571289,0,fengxian,1337,district,2016-12-07
金山,plate,21151,15531,30.75156784057617,121.32638549804688,0,jinshan,12,district,2016-12-07
崇明,plate,26235,9858,31.61406326293945,121.5768051147461,0,chongming,8,district,2016-12-07
上海周边,plate,25143,23211,31.20127296447754,120.95641326904297,0,shanghaizhoubian,16,district,2016-12-07
金桥,village,60112,52703,31.283966,121.592597,0,jinqiao,1230,plate,2016-12-07
三林,village,63619,60674,31.151926,121.51377,0,sanlin,1051,plate,2016-12-07
北蔡,village,68605,60564,31.190782,121.559,0,beicai,788,plate,2016-12-07
周浦,village,48032,41736,31.110183,121.611749,0,zhoupu,666,plate,2016-12-07
川沙,village,42347,36458,31.156191,121.709888,0,chuansha,648,plate,2016-12-07
金杨,village,63250,56450,31.259828,121.575466,0,jinyang,619,plate,2016-12-07
世博,village,64019,60356,31.183675,121.501014,0,shibo,542,plate,2016-12-07
惠南,village,33228,30105,31.047659,121.773632,0,huinan,499,plate,2016-12-07
源深,village,84509,81245,31.242184,121.541869,0,yuanshen,470,plate,2016-12-07
康桥,village,53762,47709,31.147895,121.610455,0,kangqiao,463,plate,2016-12-07
洋泾,village,75833,70021,31.247063,121.559476,0,yangjing,450,plate,2016-12-07
张江,village,71927,54994,31.203197,121.621827,0,zhangjiang,431,plate,2016-12-07
陆家嘴,village,93464,91816,31.24095,121.519879,0,lujiazui,423,plate,2016-12-07
塘桥,village,70405,66636,31.215382,121.529509,0,tangqiao,352,plate,2016-12-07
花木,village,88751,100224,31.218426,121.564426,0,huamu,332,plate,2016-12-07
御桥,village,57847,58334,31.160751,121.574092,0,yuqiao1,318,plate,2016-12-07
潍坊,village,79829,74229,31.229587,121.53109,0,weifang,310,plate,2016-12-07
外高桥,village,46469,42989,31.357954,121.567597,0,waigaoqiao,296,plate,2016-12-07
高行,village,57492,51434,31.297173,121.627523,0,gaohang,289,plate,2016-12-07
曹路,village,46687,44780,31.279967,121.691347,0,caolu,287,plate,2016-12-07
泥城镇,village,24259,19258,30.915025,121.845568,0,nichengzhen,280,plate,2016-12-07
唐镇,village,66935,54437,31.230081,121.664757,0,tangzhen,248,plate,2016-12-07
航头,village,40466,34642,31.042152,121.601517,0,hangtou,206,plate,2016-12-07
杨东,village,81050,78496,31.208464,121.543594,0,yangdong,201,plate,2016-12-07
南码头,village,65042,61979,31.201221,121.51934,0,nanmatou,200,plate,2016-12-07
联洋,village,94444,91638,31.231733,121.561883,0,lianyang,182,plate,2016-12-07
碧云,village,89041,110698,31.246862,121.593719,0,biyun,137,plate,2016-12-07
新场,village,35369,32133,31.052052,121.64866,0,xinchang,135,plate,2016-12-07
高东,village,42302,36931,31.329087,121.642048,0,gaodong,109,plate,2016-12-07
宣桥,village,32872,25532,31.050072,121.698103,0,xuanqiao,87,plate,2016-12-07
合庆,village,35571,29381,31.239715,121.730298,0,geqing,75,plate,2016-12-07
书院镇,village,21981,19596,30.956083,121.882183,0,shuyuanzhen,67,plate,2016-12-07
临港新城,village,23339,20800,30.917256,121.936764,0,lingangxincheng,53,plate,2016-12-07
祝桥,village,38558,38132,31.145559,121.814523,0,zhuqiao,49,plate,2016-12-07
大团镇,village,25221,21093,30.993609,121.764469,0,datuanzhen,3,plate,2016-12-07
万祥镇,village,19664,16189,30.967603,121.83001,0,wanxiangzhen,2,plate,2016-12-07
彭浦,village,54670,51991,31.317303,121.461022,0,pengpu,472,plate,2016-12-07
大宁,village,74554,66580,31.279335,121.452434,0,daning,415,plate,2016-12-07
西藏北路,village,78460,79899,31.25904,121.478629,0,xizangbeilu,213,plate,2016-12-07
不夜城,village,70577,62824,31.25637,121.46386,0,buyecheng,209,plate,2016-12-07
闸北公园,village,66710,56307,31.276943,121.46828,0,zhabeigongyuan,128,plate,2016-12-07
永和,village,58459,52179,31.302309,121.442553,0,yonghe,123,plate,2016-12-07
阳城,village,62544,66027,31.290151,121.441618,0,yangcheng,95,plate,2016-12-07
徐家汇,village,88833,86265,31.200958,121.441618,0,xujiahui,790,plate,2016-12-07
康健,village,74422,62853,31.164627,121.423904,0,kangjian,391,plate,2016-12-07
斜土路,village,76861,78584,31.203292,121.468667,0,xietulu,273,plate,2016-12-07
龙华,village,77080,72168,31.172492,121.455372,0,longhua,264,plate,2016-12-07
田林,village,72067,69659,31.18281,121.431377,0,tianlin,255,plate,2016-12-07
华东理工,village,60962,58883,31.142948,121.431108,0,huadongligong,239,plate,2016-12-07
万体馆,village,73921,75072,31.184416,121.44496,0,wantiguan,177,plate,2016-12-07
华泾,village,61181,60202,31.122732,121.46201,0,huajing,152,plate,2016-12-07
