浦东,plate,62846,57119,31.2080020904541,121.60652923583984,0,pudongxinqu,14902,district,2016-12-29
闵行,plate,56208,50441,31.0911865234375,121.40817260742188,0,minhang,7082,district,2016-12-29
宝山,plate,48056,43813,31.36947822570801,121.4288330078125,0,baoshan,5861,district,2016-12-29
徐汇,plate,80350,76492,31.17509841918945,121.44511413574219,0,xuhui,3827,district,2016-12-29
普陀,plate,65323,60021,31.25675582885742,121.40750122070312,0,putuo,3731,district,2016-12-29
杨浦,plate,68006,62462,31.29489326477051,121.53591918945312,0,yangpu,3133,district,2016-12-29
长宁,plate,78862,69278,31.21150779724121,121.38792419433594,0,changning,2831,district,2016-12-29
松江,plate,45761,36779,31.04570198059082,121.26515197753906,0,songjiang,3973,district,2016-12-29
嘉定,plate,40586,35079,31.31814002990723,121.2850570678711,0,jiading,3822,district,2016-12-29
黄浦,plate,94776,81331,31.22065353393555,121.48858642578125,0,huangpu,1628,district,2016-12-29
静安,plate,91483,78045,31.23179244995117,121.45355987548828,0,jingan,1040,district,2016-12-29
闸北,plate,67446,63252,31.28703498840332,121.45176696777344,0,zhabei,1976,district,2016-12-29
虹口,plate,71823,63592,31.28334617614746,121.48950958251953,0,hongkou,1835,district,2016-12-29
青浦,plate,43269,33004,31.19689178466797,121.2168960571289,0,qingpu,1854,district,2016-12-29
奉贤,plate,30402,24803,30.89188575744629,121.5684585571289,0,fengxian,1574,district,2016-12-29
金山,plate,20252,15531,30.75156784057617,121.32638549804688,0,jinshan,14,district,2016-12-29
崇明,plate,19576,9858,31.61406326293945,121.5768051147461,0,chongming,7,district,2016-12-29
上海周边,plate,27601,23211,31.20127296447754,120.95641326904297,0,shanghaizhoubian,9,district,2016-12-29
金桥,village,59614,52703,31.283966,121.592597,0,jinqiao,1614,plate,2016-12-29
三林,village,64793,60674,31.151926,121.51377,0,sanlin,1166,plate,2016-12-29
北蔡,village,69874,60564,31.190782,121.559,0,beicai,882,plate,2016-12-29
川沙,village,41331,36458,31.156191,121.709888,0,chuansha,772,plate,2016-12-29
周浦,village,47749,41736,31.110183,121.611749,0,zhoupu,760,plate,2016-12-29
金杨,village,64106,56450,31.259828,121.575466,0,jinyang,741,plate,2016-12-29
世博,village,64584,60356,31.183675,121.501014,0,shibo,658,plate,2016-12-29
陆家嘴,village,94453,91816,31.24095,121.519879,0,lujiazui,541,plate,2016-12-29
源深,village,86203,81245,31.242184,121.541869,0,yuanshen,541,plate,2016-12-29
惠南,village,33593,30105,31.047659,121.773632,0,huinan,538,plate,2016-12-29
康桥,village,53172,47709,31.147895,121.610455,0,kangqiao,537,plate,2016-12-29
张江,village,74698,54994,31.203197,121.621827,0,zhangjiang,522,plate,2016-12-29
